"194","Jogging",3799
"561","Jogging",0
"562","Jogging",13071
"563","Jogging",0
"565","Jogging",6192
"567","Jogging",0
"568","Jogging",0
"573","Jogging",0
"577","Jogging",13055
"578","Jogging",0
"579","Jogging",7433
"580","Jogging",0
"581","Jogging",0
"582","Jogging",0
"583","Jogging",0
"584","Jogging",0
"585","Jogging",6536
"586","Jogging",0
"587","Jogging",0
"588","Jogging",9655
"589","Jogging",0
"590","Jogging",0
"591","Jogging",306
"592","Jogging",0
"593","Jogging",0
"594","Jogging",12049
"595","Jogging",0
"596","Jogging",0
"597","Jogging",0
"598","Jogging",149
"599","Jogging",0
"600","Jogging",18388
"601","Jogging",0
"602","Jogging",8282
"603","Jogging",5421
"604","Jogging",0
"605","Jogging",0
"606","Jogging",11635
"607","Jogging",0
"608","Jogging",22343
"609","Jogging",0
"610","Jogging",0
"611","Jogging",376
"612","Jogging",0
"613","Jogging",0
"614","Jogging",0
"615","Jogging",18000
"616","Jogging",0
"617","Jogging",0
"618","Jogging",0
"619","Jogging",0
"621","Jogging",0
"622","Jogging",19008
"623","Jogging",20673
"624","Jogging",0
"625","Jogging",0
"626","Jogging",0
"627","Jogging",0
"628","Jogging",0
"630","Jogging",0
"631","Jogging",0
"632","Jogging",0
"633","Jogging",0
"634","Jogging",8312
"635","Jogging",0
"636","Jogging",0
"637","Jogging",0
"638","Jogging",0
"639","Jogging",0
"640","Jogging",5654
"641","Jogging",0
"642","Jogging",0
"645","Jogging",0
"646","Jogging",12678
"647","Jogging",0
"648","Jogging",9153
"649","Jogging",0
"650","Jogging",7216
"651","Jogging",0
"652","Jogging",0
"653","Jogging",0
"654","Jogging",10851
"655","Jogging",0
"656","Jogging",0
"657","Jogging",0
"658","Jogging",0
"659","Jogging",0
"660","Jogging",0
"661","Jogging",0
"662","Jogging",0
"663","Jogging",18553
"664","Jogging",12462
"665","Jogging",0
"666","Jogging",131
"667","Jogging",3570
"668","Jogging",0
"669","Jogging",8925
"670","Jogging",0
"671","Jogging",0
"672","Jogging",0
"673","Jogging",0
"674","Jogging",0
"675","Jogging",0
"676","Jogging",0
"678","Jogging",0
"679","Jogging",15968
"681","Jogging",0
"682","Jogging",0
"683","Jogging",0
"684","Jogging",0
"685","Jogging",15363
"686","Jogging",0
"687","Jogging",0
"688","Jogging",0
"689","Jogging",0
"690","Jogging",0
"691","Jogging",0
"692","Jogging",0
"693","Jogging",0
"694","Jogging",0
"695","Jogging",3967
"696","Jogging",7059
"697","Jogging",0
"702","Jogging",319
"703","Jogging",0
"704","Jogging",0
"705","Jogging",0
"706","Jogging",0
"707","Jogging",0
"708","Jogging",0
"709","Jogging",0
"710","Jogging",688
"711","Jogging",0
"712","Jogging",0
"713","Jogging",11660
"714","Jogging",18246
"715","Jogging",0
"716","Jogging",0
"717","Jogging",16869
"718","Jogging",0
"719","Jogging",0
"720","Jogging",0
"721","Jogging",0
"722","Jogging",0
"723","Jogging",0
"724","Jogging",0
"725","Jogging",0
"726","Jogging",6483
"727","Jogging",6441
"728","Jogging",0
"729","Jogging",0
"730","Jogging",15137
"925","Jogging",0
"998","Jogging",0
"1064","Jogging",0
"1100","Jogging",4799
"1104","Jogging",0
"1117","Jogging",3799
"1205","Jogging",0
"1238","Jogging",0
"1246","Jogging",0
"1247","Jogging",0
"1253","Jogging",0
"1269","Jogging",0
"1274","Jogging",0
"1276","Jogging",0
"1277","Jogging",597
"1280","Jogging",0
"1319","Jogging",2600
"1320","Jogging",0
"1477","Jogging",0
"1480","Jogging",0
"1491","Jogging",800
"1501","Jogging",0
"1511","Jogging",0
"1512","Jogging",1600
"1518","Jogging",0
"1531","Jogging",0
"1554","Jogging",0
"1559","Jogging",0
"1603","Jogging",0
"1638","Jogging",0
"1647","Jogging",0
"1649","Jogging",0
"1656","Jogging",1600
"1676","Jogging",4000
"1679","Jogging",0
"1683","Jogging",0
"1696","Jogging",0
"1702","Jogging",0
"1703","Jogging",2200
"1707","Jogging",2200
"1713","Jogging",0
"1715","Jogging",0
"1719","Jogging",0
"1723","Jogging",0
"1724","Jogging",0
"1726","Jogging",0
"1727","Jogging",0
"1733","Jogging",0
"1736","Jogging",0
"1742","Jogging",0
"1743","Jogging",0
"1745","Jogging",0
"1750","Jogging",0
"1753","Jogging",0
"1757","Jogging",0
"1758","Jogging",0
"1759","Jogging",2600
"1761","Jogging",0
"1763","Jogging",0
"1765","Jogging",0
"1767","Jogging",0
"1768","Jogging",0
"1769","Jogging",0
"1770","Jogging",0
"1774","Jogging",0
"1775","Jogging",0
"1778","Jogging",0
"1783","Jogging",0
"1793","Jogging",0
"1794","Jogging",0
"1797","Jogging",0
"1799","Jogging",0
"1802","Jogging",0
"194","LyingDown",400
"561","LyingDown",0
"562","LyingDown",0
"563","LyingDown",0
"565","LyingDown",4555
"567","LyingDown",0
"568","LyingDown",0
"573","LyingDown",0
"577","LyingDown",0
"578","LyingDown",0
"579","LyingDown",4876
"580","LyingDown",0
"581","LyingDown",0
"582","LyingDown",0
"583","LyingDown",0
"584","LyingDown",0
"585","LyingDown",4557
"586","LyingDown",0
"587","LyingDown",0
"588","LyingDown",0
"589","LyingDown",0
"590","LyingDown",0
"591","LyingDown",154
"592","LyingDown",0
"593","LyingDown",0
"594","LyingDown",0
"595","LyingDown",0
"596","LyingDown",0
"597","LyingDown",0
"598","LyingDown",179
"599","LyingDown",248
"600","LyingDown",0
"601","LyingDown",0
"602","LyingDown",19158
"603","LyingDown",185
"604","LyingDown",0
"605","LyingDown",0
"606","LyingDown",0
"607","LyingDown",0
"608","LyingDown",0
"609","LyingDown",0
"610","LyingDown",0
"611","LyingDown",244
"612","LyingDown",0
"613","LyingDown",0
"614","LyingDown",0
"615","LyingDown",0
"616","LyingDown",0
"617","LyingDown",0
"618","LyingDown",0
"619","LyingDown",0
"621","LyingDown",158
"622","LyingDown",0
"623","LyingDown",0
"624","LyingDown",0
"625","LyingDown",0
"626","LyingDown",0
"627","LyingDown",0
"628","LyingDown",0
"630","LyingDown",0
"631","LyingDown",0
"632","LyingDown",0
"633","LyingDown",0
"634","LyingDown",0
"635","LyingDown",0
"636","LyingDown",0
"637","LyingDown",0
"638","LyingDown",3366
"639","LyingDown",0
"640","LyingDown",2111
"641","LyingDown",3925
"642","LyingDown",0
"645","LyingDown",0
"646","LyingDown",0
"647","LyingDown",0
